0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
0, 0, 0, 0
1503, 1514, 1508, 1004
1503, 1514, 1508, 1004
1503, 1514, 1508, 1004
1503, 1514, 1508, 1004
1503, 1514, 1508, 1004
1503, 1514, 1508, 1004
1503, 1514, 1508, 1004
1503, 1514, 1508, 1004
1503, 1514, 1508, 1004
1503, 1514, 1508, 1004
1503, 1514, 1508, 1004
1503, 1514, 1508, 1004
1503, 1514, 1508, 1004
1503, 1514, 1804, 997
1503, 1514, 1804, 997
1503, 1514, 1804, 997
1503, 1514, 1804, 997
1503, 1514, 1804, 997
1503, 1514, 1804, 997
1503, 1514, 1804, 997
1503, 1514, 1804, 997
1503, 1514, 1804, 997
1503, 1514, 1804, 997
1503, 1514, 1804, 997
1503, 1514, 1804, 997
1503, 1514, 1804, 997
1503, 1514, 1804, 997
1503, 1514, 1804, 997
1503, 1514, 1804, 997
1503, 1514, 1804, 997
1503, 1514, 1804, 997
1503, 1514, 1804, 997
1503, 1514, 1804, 997
1503, 1514, 1804, 997
1503, 1514, 1804, 997
1503, 1514, 1804, 997
1503, 1514, 1804, 997
1503, 1514, 1804, 997
1503, 1514, 1804, 997
1503, 1514, 1804, 997
1503, 1514, 1804, 997
1503, 1514, 1804, 997
1503, 1514, 1804, 997
1503, 1514, 1804, 997
1503, 1514, 1804, 997
1503, 1514, 1804, 997
1503, 1514, 1804, 997
1503, 1514, 1804, 997
1503, 1514, 1804, 997
1503, 1514, 1804, 997
1503, 1514, 1804, 997
1503, 1514, 1804, 997
1503, 1514, 1804, 997
1503, 1514, 1804, 997
